"";"Review Date";"Review Rating";"Review Title";"Review Body";"Restourant Name"
"746";2018-03-15;40;"Great choice";"Contrary to some of the other whining pom reviews, I thoroughly enjoyed Bijan. Both service and food were excellent. Maybe the food could be spicier, but that’s a matter of taste that chili sauce can address. I would have no hesitation recommending Bijan.";"Bijan"
"747";2018-03-12;30;"Overrated & Expensive";"This restaurant is a really tourist trap, it acclaim’s to be authentic Malay cuisine however it’s far from it. Had the stir fried beans which was pleasant tasting but nothing wow. Worst still was the Ayam Kampung Limau Purut, it basically tasted like warmed up...More";"Bijan"
"748";2018-03-06;40;"Excellent Local Cuisine";"Great Malaysian food. Booking recommended and smart casual dress required. Great for business entertaining.";"Bijan"
"749";2018-03-05;10;"Never mind the food where is the service?";"On the back of many good reviews and desiring modern Malay food, we ventured forth into Bijan. We were shown a table and given menus - a promising start. But that is as good as it got. After an extremely lengthy wait with no-one even...More";"Bijan"
"750";2018-03-03;50;"Refined Malaysian Food - Delicious!";"The food was fantastic and offered a wide range of Malaysian dishes with a modern twist. I went for the satay, beef with banana leaf curry and corn creme Brûlée. The atmosphere was relaxed and the service was attentive. Highly recommended.";"Bijan"
"751";2018-03-01;50;"Buzzy Malay dining";"We were recommended this restaurant by our concierge at The Majestic Hotel when we asked for good Malay food. Really good atmosphere, couples, families, friends so appeals to all. Enjoyed our meal & evening.";"Bijan"
"752";2018-02-23;40;"Great location";"Great location because walking distance to all the pubs at changkat bukit bintang.My friend treat us here and they did great food selection to be shared.Overall the food standards was enjoyable and the staff was very friendly.";"Bijan"
"753";2018-02-18;40;"Not as spicy as I imagined it would be";"Great restaurant. The seating is in an old looking building with indoor and outdoor seating available. Staff was friendly and courteous. The food we had was great - especially the curry with coconut and sea bass was from another world. Unfortunately a few items were...More";"Bijan"
"754";2018-02-13;50;"Great food and service.";"We didn’t have a reservation but they were happy to accommodate us. The food was great as was the service. Highly recommend it.";"Bijan"
"755";2018-02-11;50;"Quality and tasty Malaysian food";"We were looking for a high end to our three week vacation in Malaysia. For our last evening, we chose this restaurant, hopefully close to our accommodation. Everything at Bijan made our dinner memorable. The location is surprisingly quiet in the animated area. The atmosphere...More";"Bijan"
"756";2018-02-06;40;"Very good restaurant";"The food was very good. I liked the variety in the menu. This restaurant was reasonably priced and good service. Definitively worth a visit!";"Bijan"
"757";2018-02-05;40;"Original Malay Cuisine";"Enjoyed a very tasty dinner in a romantic and authentic atmosphere in the middle of KL. Go past all the noisy restaurants up the hill.";"Bijan"
"758";2018-01-29;10;"Worst food ever";"Worst food ever. Got poisoned yesterday and was vomiting today and feel totally broken. Stomach is destroyed. Never again!!";"Bijan"
"759";2018-01-25;40;"Authentic cuisine";"If you are looking for a real taste of Malaysian food then make sure you take the time to visit Bijan. The food was excellent and there was a variety of options to suit all tastes.";"Bijan"
"760";2018-01-21;40;"Would return";"After some mostly great meals in small road side places, it was time for a more high end Malaysian experience and it was not a disappointment and it was interesting to see how similar dishes were upmarketed and perhaps packaged for a more foreign taste....More";"Bijan"
"761";2018-01-17;50;"perfectly excecuted";"Fabulous cocktails, great food, really tasty - not a great selection for vegetatians, but what was on offer was wonderful. The ambience of this place is lovely - you can see why it is one of the best in KL";"Bijan"
"762";2018-01-13;50;"Excellent food and service";"Recommended by several locals and did not disappoint Excellent food, beautifully presented and of a high quality Very attentive staff, overall a great meal";"Bijan"
"763";2018-01-13;50;"Great food";"If you want to try good Malaysian cuisine, this is the place. Got to be one of the best meals we had in Malaysia, and we found it very good value";"Bijan"
"764";2018-01-13;30;"Nice place for foreigners";"I went there on a weekend trip to KL with my wife. Thé terrasse is nice although there is nothing to see. The table and furniture is clean and local type. The personnel is nice, helpful (provided some sort of painkiller to my wife) and...More";"Bijan"
"765";2018-01-09;50;"One of the best in kl";"I just wanted to say thank you for all experience for dinner. I am highly confident to recommend all foreigners who is looking for local food. I was really impressed the quality of food and sauce what this restaurant was making on top of meat...More";"Bijan"
"766";2018-01-09;30;"Probably a 3.5 - decent enough but not particularly special";"The last night of our holiday and only meal in KL, so we wanted Malaysian cuisine and somewhere a bit fancy - Bijan fitted the bill. The restaurant is nice, service is good, and overall ambience lovely. The food was fine, nicely presented and tasty,...More";"Bijan"
"767";2018-01-06;40;"Traditional malaysian food";"Went here for dinner on recommendation by hotal. worth the cab fare, long but nice menu and good service. Ladies toilet not pleasant though.";"Bijan"
"768";2018-01-05;50;"Great place";"Wanted to sample genuine Malaysian food whilst in KL and was recommended this place. We were not disappointed and even though there were other options we were able to select local dishes. The staff were really helpful and guided us to the best choices on...More";"Bijan"
"769";2018-01-02;30;"Tasty but not worth the higher prices";"Went there the evening of Jan 1st and the attitude of the staff was just awful. It already started when checking in and continued when the server was taking the order. Uninspired would be the friendly way describing the staff. Ok it was Jan 1st...More";"Bijan"
"770";2018-01-02;50;"AMAZING FOOD!!!";"We went to our New Years Eve Dinner at BIJAN because of its many positive reviews and we were NOT disappointed!!! Because we didn't make a reservation we were worried that the restaurant was going to be fully booked, so we decided to get there...More";"Bijan"
"771";2018-01-01;30;"3.5/5 so good but not amazing";"Lovely staff and ambience to this restaurant. The food was good but nothing to write rave reviews about. The one starter we wanted on the menu wasn’t available (we arrived circa 730pm, so would be surprised if it was all sold out). The cocktail was...More";"Bijan"
"772";2017-12-29;40;"Traditional Malay";"At the end of Changkat Bukit Bintang when you think that you have gone passed all the enticing eating venues and you think you have missed it, keep going that extra few hundred meters. Definitely well worth the visit which will not disappoint. Nice broad...More";"Bijan"
"773";2017-12-27;50;"Spoiled Forever After Superb Food";"It's just a little way from the main bar strip and better for it. This is a nice looking restaurant with dark wood, white cotton linens, pretty napkins, etc. And the menu is simply mouthwatering! Staff were friendly and welcoming.  We were the only ones...More";"Bijan"
"774";2017-12-21;40;"Delicious Malay food";"Absolutely delicious ! Great service and fantastic food. Bijan lived up to all our expectations. Book in advance if possible as it was busy. We had the popiah, satay, and the pandas leaf steamed beef parcels for entree. Mains were short beef rib, kampung chicken...More";"Bijan"
"775";2017-12-17;20;"Very average";"We went with very high expectations as the restaurant was recommended by the hotel concierge. Overall a pretty poor experience. Mixed starters were very dissapointing. Mains of lamb and duck pretty dry and poor. High price for the place. Poor service, we will not return!";"Bijan"
"776";2017-12-10;50;"Truly excellent Malaysian food haven";"What a wonderful find! This was recommended to us by a friend and I would in turn heavily recommend this to Trip Advisor readers. Firstly the ambience was wonderful, a dark mahogany design giving the restaurant a sophisticated feel. The food was excellent all round,...More";"Bijan"
"777";2017-12-07;40;"Good Ambience";"Good ambience, spacious restaurant. Little pricey though. Lot of versatile as Malaysian menu. Recomended";"Bijan"
"778";2017-12-04;50;"Great dinner&cocktails";"We went here for well cooked rendang and really tender short ribs. Tasty cocktails as well! Friendly people and the restaurant is nicely decorated. Would recommend it to others.";"Bijan"
"779";2017-12-02;50;"Delicious food. Relaxed atmosphere.";"Loved this place. Food was so delicious with a real mix of foods. We had a large group and so ordered a number of meals that we were able to share. The lamb dish was a particular hit. Staff were welcoming and efficient. Seemed reasonably...More";"Bijan"
"780";2017-11-24;40;"Business dinner local food as it’s best";"We came here a large groups - we did shared and this I can recommend as some flavors are very strong and it also gives you a taste of more options. We had both meat dishes - fish and chicken and in general it was...More";"Bijan"
"781";2017-11-13;50;"Perfect food ambiance and had a great time";"My husband and Icame here on a friends recommendation and the place , food and service was amazing. The steamed beef was a great starter and the food was up to expectation. A must visit when in Kuala Lumpur.";"Bijan"
"782";2017-11-13;40;"A quiet place away from the big brash bars";"We visited on a very rainy Friday night and were able to be seated without a reservation. It was a shame it rained because I think there is a small area outside and if you sit inside round the edge you do get to see...More";"Bijan"
"783";2017-11-10;50;"Great food";"Great food and service with a great price! We got a complementary drink since we were on our honeymoon! Very helpful with ordering taxis etc.";"Bijan"
"784";2017-11-08;30;"Not up to the hype";"Made a reservation here following some good recommendations online including timeout. My fiancée and I visited and we found the starters to be excellent. But the mains were not as described, and when coupled with really slow service it wasn’t a great experience. The actual...More";"Bijan"
"785";2017-11-02;40;"A wonderful restaurant of Malay cuisine!";"Not a flashy, but very cozy design. Good service. Very tasty dishes of local cuisine. Not a bad wine list. Be sure to try at the end of the evening ice cream from durian!";"Bijan"
"786";2017-11-01;40;"Great food, staff happy to modify to vegetarian";"A lovely restaurant with great food. I ordered the ""masak leak"" curry (without prawns or meat). Was a very tasty curry. Highly recommended. Friendly staff. P.s. extra 6% gst tax is added and 10% service charge.";"Bijan"
"787";2017-10-23;50;"A lovely dinner with colleagues in Kuala Lumpur";"We had a lovely dinner with colleagues at the Bijan Restaurant in Kuala Lumpur. The ambience was excellent portraying Malaysian culture and the food was brilliant. They served the food quite promptly despite how busy the evening was and quality of the service was of...More";"Bijan"
"788";2017-10-23;40;"Good Malaysian dinner";"A short taxi ride from KLCC. Service was good and attentive. The wine of the month is good value. Spring rolls, mango salad and prawn fritters for starters were all good. Inside and outside seating is available - we sat outside and the music was...More";"Bijan"
"789";2017-10-22;40;"Great food average service";"Having been there about 10 times we lately realized that food is still very good but quality of service is declining. Yesterday we asked for clarification on the drinks menu. Waiter had no clue went away and never came back with a reply, same happened...More";"Bijan"
"790";2017-10-17;40;"Great Food";"We were traveling around Thanksgiving, so instead of finding turkey in Malaysia, we opted to dine in a good restaurant, and our hotel staffs recommended this place. The food is exceptional, it's more fusion with some traditional twists, but overall the food is great. The...More";"Bijan"
"791";2017-10-14;50;"A stylish restaurant with more sophisticated Malaysian food";"This restaurant offers a good selection of Malaysian food but in particular, the environment and service is more sophisticated than in many other places in Kuala Lumpar, which can be important for a more special occasion. We had a selection of beef, lamb, squid, and...More";"Bijan"
"792";2017-10-10;40;"Great Malay Cooking in a Pleasant Atmosphere";"Bijan is a local favorite and it's easy to see why. A short taxi ride from KLCC, the atmosphere is warm, casual, and a little on the exotic side, the room spacious, the service is attentive and speedy. I had a tasty sea bass in...More";"Bijan"
"793";2017-10-09;10;"Don't believe the hype";"My boyfriend and I were in Kuala Lumpur on holiday and really wanted to have a special dinner out at a nice restaurant to celebrate Canadian Thanksgiving, which was also our last night in Malaysia. Every place we visited in KL stellar, with delicious food...More";"Bijan"
"794";2017-10-05;50;"High end local food";"Price per head is around MYR 80 with no alcohol. In KL you can have good food with a fraction of this price but can't compare The food is very fine and tasty. Definitely worth a try if you love food. For more, follow my...More";"Bijan"
"795";2017-10-05;40;"Definitely worth trying for Malaysian cuisine";"We wanted to try out this restaurant for years and our first visit made it worth the wait. Nice ambience if a bit dark and professional friendly staff. Foodwise our favourite dish were the prawns Rendang style and the Lumpia Goreng for a starter. Possibly...More";"Bijan"
"796";2017-10-03;40;"Very welcoming on a busy night";"We arrived without a booking but were welcomed for dinner as we promised to be quick! The restaurant is spacious and nicely decorated. This is the third time we have been here and the last time were were a bit disappointed, so we were delighted...More";"Bijan"
"797";2017-10-03;30;"Restaurant for tourists to taste local foods";"The restaurant is serving typical local Malaysian food; the foods was not super good but good enough for tourists to taste the local foods! As for local people, We have other better choice for local food😅😅.";"Bijan"
"798";2017-10-03;50;"Delicious local food";"This restaurant was recommended by the hotel concierge as the place he likes to take his family for dinner on special occasions. I have to say, it did not disappoint. The restaurant were aware of our food intolerances, and helped us to select a delicious...More";"Bijan"
"799";2017-10-01;40;"Top Rendang Curry";"Went here twice on our brief trip to KL, whilst both trips were great, much better service on the first time. Defiently a place to check out if your in the area. Awesome Rendang curry.";"Bijan"
"800";2017-10-01;20;"So disappointed";"Our hotel the Majestic recommended this restaurant. We found it lacking in atmosphere and our starters arrived before our drinks. The satay was okay but nothing special. I had the lamb which came warm not hot and again was nice but nothing special. My friends...More";"Bijan"
"801";2020-02-11;50;"Best food in KL I had so far";"Very delicious Indian food! Especially the “Lime Chicken (boneless)“ was very rich in flavor with perfectly tender chicken. Would definitely recommend and come back to try out more.";"Bijan"
"802";2020-01-24;50;"Excellent Restaurant";"A lovely restaurant with wonderful Malay / Indian food; we recommend; Fish Tikka Mutton Masala Palak Paneer Bindi Masala (Okra) Gobi Manchurian (Cauliflower) Garlic naan bread Paratha bread. Enjoy!";"Bijan"
"803";2020-01-12;20;"We came to this restaurant for fine dining experience";"We came to this restaurant due to the rating and the restaurant describing them self as fine dining on their web site. This restaurant is described as fine dining and it’s not. We ordered 2 veg dishes and 2 meat dishes. Roti and naan and...More";"Bijan"
"804";2019-12-29;40;"Tasty vegetarian food and cheap";"Good value Indian food. We had quick service and the resturant was clean and tidy inside. A nice atmosphere, even though they were very busy they were able to seat 7 of us. Excellent range of vegetarian and non-vegetarian food. I had the Northern thali...More";"Bijan"
"805";2019-12-29;40;"Big fat stomachs. Nom nom nom";"Really fancied a curry tonight and was recommended this place by someone on the street. Really good food. Great service. Big fat stomachs now as eyes were definitely bigger than our tummy’s";"Bijan"
"806";2019-11-07;20;"Poor customer service”";"Came across from trip advisor, heard the food are great, unfortunately overrated, doesn’t seem match how Indian foods are prepared. The ladies working here have no smiles, this is not I called “fine dining “ frankly as a stall service. Food not that great, mango...More";"Bijan"
"807";2019-10-23;20;"Overrated";"The service was so cold. We felt very unwelcome. I think the only person who spoke to us was the guy who took our order, the others didn’t even make eye contact. The onion bhajis were the strangest I’ve ever come across. The chicken curry...More";"Bijan"
"808";2019-09-27;40;"Affordable & Yummy Indian Food";"Interesting menu. Avoid going there during peak hours as the place can get really crowded and noisy. No reservations are required. Mutton briyani was good. Baghra brinjal is a must try! Yummy food at affordable price. The briyani over here is way cheaper than any...More";"Bijan"
"809";2019-09-10;50;"Chicken Lollipop is the best";"great taste, especially Chicken Lollipop and not expensive. the restaurant is on the 2nd floor and clean";"Bijan"
"810";2019-09-10;40;"Good food !";"Came here because it was rated 4.2 on google, and also we were craving Good, wallet friendly Indian restaurant! I got masala dosa: very tasty, comes with 3 different chutneys and sambhar. I liked 2 chutneys out of the 3; I didn’t like the red...More";"Bijan"
"811";2019-09-04;50;"Nice food";"awesome chettinadu food. must try kuzhi paniyaram. Very good ambiance and good service. Must visit restaurant in KL.";"Bijan"
"812";2019-08-14;40;"South Indian Touch";"Although there are many Indian restaurants in Lebuh Ampang, this has got to be my favorite. Been there on a few occasions during tea time. Love their masala tea and saffron milk.";"Bijan"
"813";2019-07-28;30;"Yeah..... hmmm...";"Our expectations were maybe a little too high.... Now, good points. The mango Lasse was amazing, the naan bread was also excellent, got the chicken 65 starter and that was also great. Bad points... we got the house favorite chicken curry, sauce was ok but...More";"Bijan"
"814";2019-07-22;10;"Wow what happened with quality?";"We enjoyed Betel Leaf every time we visited KL. We wrote reviews before, and had good experiences. But not this time. We came for lunch, ordered biryani and curry chicken with extra veggies. All food tastes pepper. Like someone accidentally dropped a jar of pepper...More";"Bijan"
"815";2019-07-17;40;"Lovely!";"Lovely dinner! Great massala tea! Menu is hard if you don’t know any indian dish. But the food is great and the staff is doing a great job!";"Bijan"
"816";2019-07-15;50;"Excellent Chettinad Food in KL";"Very tastefully designed and the food + service was remarkable. All the dishes were prepared Ala Minute, Hot and good portions. We tried their Kesary desserts, it was fantastic.";"Bijan"
"817";2019-07-14;40;"Some proper Indian food";"Let's make it simple: Pros: - Prices - Very friendly staff - A great menu, also for vegetarians - Butter chicken! Just saying. Cons (not very con, but a little ""un-pro""): - They don't ask you how spicy you want it - The chicken meat...More";"Bijan"
"818";2019-07-04;50;"Must visit for Indian cuisine lovers";"My wife and I visited, and it is excellent, quick service, clean and friendly with modern decor. The food was amazing, simply some of the best Indian I have ever eaten. Get in your taxi and get here";"Bijan"
"819";2019-07-01;40;"Good but not brilliant";"Family dining. Good food, but probably not as good as the vegetarian Indian a few doors down. Unassuming entrance as just a door and restaurant is on the first floor but even at 6 pm it was busy with locals and a few tourists. Would...More";"Bijan"
"820";2019-06-02;40;"Great little restaurant";"Went to the Betel leaf with my Son and then went back with my wife. Don't be put off by the bland and unattractive doorway, once you get upstairs the restaurant is fine. Both time we went there were lots of locals and the food...More";"Bijan"
"821";2019-05-19;50;"Very tasty South Indian food";"All the dishes were very tasty and was happy to have good South Indian food in Malaysia. However the people in Malaysia were generally rude and was shocking as a tourist from UK.";"Bijan"
"822";2019-05-16;40;"nice";"Wonderful dishes Service was good as well price is little high air conditioning overall its good must try";"Bijan"
"823";2019-05-10;50;"Quality Indian cuisine";"Wonderful dishes, nicely spiced and balanced flavor. Nice, humble ambience, whilst maintaining low prices for high quality cuisine. We also had a masala tea and vanilla shake, both satisfying.";"Bijan"
"824";2019-04-26;50;"My favorite Indian restaurant in KL";"I tried several dishes and enjoyed them all. Excellent mango lassi, too. Good size portions, very tasty food, air conditioning, not too loud, and many options with a reasonable price. Service was good as well. I will definitely be back.";"Bijan"
"825";2019-04-20;20;"Is ok";"This place was recommended by several Grab drivers . So we went cause we wanted to eat Indian cuisine and we where looking for something authentic. Yes the place is nice is air conditioned nice place too cool down after walking around. Service yes is...More";"Bijan"
"826";2019-04-04;40;"Good food";"Service is lacking but the quality of food made up for it. We love the naan and cottage cheese dishes. Drinks are too sweet for us";"Bijan"
"827";2019-03-29;20;"Poor Knowledge";"Staff should know how the food been cooked and advise rather than saying not in the menu. Not friendly staffs";"Bijan"
"828";2019-03-24;40;"Consistent good food";"Been here a few times over the last few years. Food is always good. Prices are reasonable for Indian Restautant in the heart of Kl. Services are ok but can be improved as they have many customers. Parking difficult to get. And the staircase is...More";"Bijan"
"829";2019-03-17;50;"great authentic india food";"really enjoyed the food. fried rice with mushroom was so good and even better than most of chinese fry rice! vegetable dish: curry spinach with lentils wes so delicious, also we had mutton (not fried)";"Bijan"
"830";2019-03-16;50;"Very nice food, very good prices!";"The restaurant is on the 1st floor of the building, so u have a nice view down to the street if the window tables are free. The staff are nice and friendly, and the food is very good. So u have a high quality, with...More";"Bijan"
"831";2019-03-13;40;"Good food quality as well as quantity.";"I personally like the authenticity of the food the portion of the every dish is good and enough for single person for eg. Biryani. Slightly higher cost than other indian restaurant in the same area but still it is value for money.";"Bijan"
"832";2019-03-13;40;"Best Dahl";"Hello! This restaurant was great. I ordered the Dal Tadkha and saag paneer. I love Dal, and it is something I eat at every Indian restaurant. My first spoon full was incredibly delicious... And so was the rest of it. The saag was amazing as...More";"Bijan"
"833";2019-03-04;50;"Superb Indian, attentive staff";"Every bite made my mouth sing. Paneer Palek (spinach/cheese), Tikka fish, cauliflower curry, Daal, all the condiments, garlic naan: each dish was amazing. Only the onion baji was just okay. Portion sizes were generous and we brought food home. There’s a lot of garlic and...More";"Bijan"
"834";2019-02-19;40;"Reasonable prices. Decent portion sizes. Good taste.";"Two of us shared a fish curry set. This Included a few different small pots of curries to try, one bigger fish curry (only one chunk of fish) one popadum. We order a garlic naan and an extra butter chicken dish. We like our food...More";"Bijan"
"835";2019-02-13;40;"Indian Food at its Best";"One of the better up market type Indian Food. Food is tasty and price sums up for the taste. Good location and ambience is well maintained";"Bijan"
"836";2019-02-08;50;"One of my favorite Indian places in Kl";"I love their palak paneer, chicken 65 and the cheese naan. I come here quite often with friends and colleagues. It's always packed, especially during lunchtime.";"Bijan"
"837";2019-02-05;50;"Love the Sagawala!!";"We wanted to have a nice Indian meal in Kuala Lumpur and Betel Leaf fit the bill. Many locals go there to eat which is always a really good sign when you visit places. The service was mediocre but the food was excellent. It has...More";"Bijan"
"838";2019-01-23;20;"Worst Indian Restaurant ever";"Maybe my dish selection was not the right, but i think chicken korma is quite common....anyway, untasty and very expensive. And i can say i have some experience in visiting Indian restaurants...";"Bijan"
"839";2019-01-22;50;"Brilliant Chettinad Cuisine!";"This place was sheer joy on the palate. Have grown up with and cooked a variety of South Asian food, I can attest that Betel Leaf was a phenomenal choice for dinner. I had the chili paneer for an appetizer and the chicken chettinad for...More";"Bijan"
"840";2019-01-18;40;"Decent South Indian Cuisine";"It seems counterintuitive to go to an Indian restaurant in Malaysia, right after a two month stay in India, but I did, as the place was right next door to my hotel, and I couldn’t be bothered to go further. Dare I say, the food...More";"Bijan"
"841";2019-01-01;20;"Slow rude service but good food";"Exactly what the title says, which makes it hard to give a fair mark. The food is actually really good including tandoori chicken, naan and daal. But expect to wait an hour to be served, and have to ask several times for missing items, bill...More";"Bijan"
"842";2018-12-29;30;"Authentic Southern Indian food with AC!";"The place is upstairs in a shop lot in Little India. Has AC, and slightly nicer than the regular BLR spots in town. Service was friendly and fast. Food was average - I didn’t find the curries that good as in other places I’ve tried...More";"Bijan"
"843";2018-12-13;50;"A clear favorite for South Indian Chettinad food";"Dec 2018 update: Remains a favorite; place is clean and food delicious. Yummy Masala Vadas, Onion Pakoras, Chilli Paneer, Ghee Roast Dosa and Prawn Curry. Only downer was the Chilli Naan, which was fiery hot - too many Chili’s. Overall, still a clear winner as...More";"Bijan"
"844";2018-12-12;50;"Tasty Food";"A tasty meal. Their turkey briyani is awesome and the gravy was spicy and really taste good. The place always will pack during lunch hour. Nice environment. Their masala tea is awesome. i loved their gulab jamun.A must try sweet.";"Bijan"
"845";2018-12-10;40;"Fantastic";"A fantastic restaurant with classic South Indian food. We had a great dinner in there. We definitely recommend that place!";"Bijan"
"846";2018-12-06;50;"Always Delicious";"Went for lunch with my friend. Their plain briyani and chicken kurma was awesome. I liked the allo gobi more than anything. Overall good service Nice ambience. Parking is the only issue there.";"Bijan"
"847";2018-12-05;50;"excellent";"What a wonderful little restaurant! If not for the reviews here (and the place 100 meters down being so hot and smelly that I walked out without eating) I wouldn't have ventured up the stairs. But so glad I did! The waiters took their time...More";"Bijan"
"848";2018-12-02;50;"Perfect South Indian Food";"What's not to love here? We ordered 1 Szechuan Fried Rice, 1 Chicken & 1Prawn Biryani set. It was spicy and flavorful. We also got Carrot halwa & Gulab jamun for dessert. Tad sweet for my friends but i enjoyed it. Got to end the...More";"Bijan"
"849";2018-11-27;50;"Our favourite Indian restaurant!";"We were here two years ago and loved the place so naturally we had to try it again when we revisited KL. It definitely remains our favourite Indian restaurant. The ambience and the staff is wonderful and the food is delicious!";"Bijan"
"850";2018-11-24;50;"Mr karnail singh";"Nice food.look around . Enjoy sight seeing . Clean roads . Nice people . Malaysia truly asia. Here u can enjoy near by kota Raya market . Masjid india . Semua house .Lrt and mono rail ride . And free go kl bus";"Bijan"
"851";2018-11-20;40;"Food is average";"We like the food here. But the restaurant back in Chennai was better. Taste is not that much of we expected. Overall experience is good. Pricing is above average. Should try.";"Bijan"
"852";2018-11-07;50;"A fine dining and halal restaurant!";"This is a fine dining restaurant and it is halal! There are a variety of dishes to choose from and you won't be dissapointed. You just have to be creative in finding a parking space. Lol.";"Bijan"
"853";2018-11-04;40;"Amazing cauliflower dish!!";"Super close to our hotel we gave this place a visit when it was a rainy night. So glad we came. Service was average, the meal was great. My partner had the mutton roganjosh and really enjoyed it and I had the specialty deep fried...More";"Bijan"
"854";2018-10-21;40;"Delicious food at great value";"We are at this wonderful Indian restaurant. We lone the Clay Pot in Austin so we compared the 2 restaurants. Hands down the Betel Leaf beat them for authentic Indian food with prices that are remarkable. 2 of us ate for less than $12usd. The...More";"Bijan"
"855";2018-10-10;40;"Good food here.";"Good food at this restaurant. The 3 of us had Mutton Biryani, Betel Leaf Chicken, fried cauliflower, and Naan bread. Smallish portions for sharing but enough for us with an extra order of naan and basmati rice. Spiced very nicely. Lots of vegetarian options. We...More";"Bijan"
"856";2018-10-07;50;"simple indian food";"this is the must beautiful and delicious restaurant i ever eat , just go for hot sea soup , and chicken tandoori with bryani meat 😍";"Bijan"
"857";2018-10-07;50;"A Classic, Decent Dining Experience";"We have been here numbers of time and every time we like this place a little more, we have tried a lot of stuff here and all in all we have good experiences, the prices are reasonable and food is good, the staff is excellent...More";"Bijan"
"858";2018-10-02;40;"Nice Indian Cuisine";"Betel Leaf restaurant located on the 1st floor and one will easily miss it. Had lunch here during weekend, crowded place but don't worry this restaurant is big only less staff. We try the North and South Thali set with reasonable price and add additional...More";"Bijan"
"859";2018-10-01;50;"Super Yum, well worth it";"Wife and I came here for lunch; you have to go up some steps on the side to get to this restaurant. Once we got in, it was pretty packed but they sat us down straight away. The place was out of a 1970’s Indian...More";"Bijan"
"860";2018-09-28;20;"The name is famous. The food is bad.";"We tried a lot of things on the menu. And overall, it’s not good. 1) The tea will spill. Try as hard as u may, the way it is served is designed to spill 2) the bathrooms are not maintained at all. 3) Appam was...More";"Bijan"
"861";2018-09-22;50;"Yummy Food";"Place doesn’t look like much but the food is fabulous. The tandoori paneer was something we just decided to risk trying and it was delicious. The coffee with milk was very nice indeed.";"Bijan"
"862";2018-09-15;30;"Lunch. Taste still okay.";"I love Brickfields and went there last year, but somehow failed to find the same restaurant. So I go to Betel Leaf. The ambiance still the same. Polite waitress and good food. Not splendid but it was okay. We’ll go back once in a while...More";"Bijan"
"863";2018-09-02;40;"Tasty food in a good location";"We were recommended this place as it was close to our hotel. Food was tasty and came very quickly, and the atmosphere is a good mix of locals and tourists. The prices were very cheap for us but probably a bit more on the pricey...More";"Bijan"
"864";2018-09-02;50;"Best South Indian food";"We had dinner there and omg the food was so delicious. The flavours were just perfect. The thali had so much variety. The best dosa I have eaten was from here. The service is very quick.";"Bijan"
"865";2018-08-28;50;"Best Indian food I’ve ever had";"We were 3 and each ordered a bunch of this to share. Every single dish was delicious! It’s probably the best Indian food I’ve ever had! We wanted to go back every every night we were in KL!";"Bijan"
"866";2018-08-26;20;"banana food is suck";"the enviroment is nice since just renovate i guess but the food banana leaf is expensive rm12 and also plane- suck like water.... the service is ok only try once and i will not come here to expensive and not worth the experience";"Bijan"
"867";2018-08-15;40;"For spice lovers!";"An air-conditioned oasis located on the second floor, serving the best Indian food in a clean, authentic comfortable environment. Most of their curries are spicy, except for the butter chicken curry (which we ordered because we can’t tolerate spice) — absolutely rich and decadent. The...More";"Bijan"
"868";2018-08-13;40;"Nice Mutton Chukka & Vallapoo Vadai";"I tried their mutton and vallapoo vadai.. really awesome and tasty.. Well maintained restaurant..cleaned as well!";"Bijan"
"869";2018-08-04;50;"Delicious!";"Stayed in Kuala Lumpur for five days. We eat in different restaurants each time to make sure we get a full experience trying different foods. We were very pleased to fall upon this restaurant. It was absolutely delicious. Best meal we’ve had in Kuala Lumpur.";"Bijan"
"870";2018-07-15;50;"Complete Indian Meal";"Whenever i visit KL, i will plan to dine in at betel leaf restuarant. It's my 4th time dining at betel leaf and it won't be my last. Both their vegetarian and non vegetarian dishes were good.";"Bijan"
"871";2018-07-03;40;"Good food but bad service";"We went here because it was right next to the hotel and we’re glad we did. The food was really good, especially the butter chicken. The food came very very quick too! It was a shame because the staff were pretty rude and standoffish. We...More";"Bijan"
"872";2018-07-01;40;"Delicious";"Food here was fantastic, very tasty. Got the veg thali, a mutton curry and a cauliflower dish too, every one tasted so different and was delicious. Price was ok- expensive for KL but crazy cheap comparing to similar in the U.K., plus the surroundings were...More";"Bijan"
"873";2018-06-28;50;"A total recommendation";"What amazing food and servuce. A total go go for Indians traveling to KL. Totally fresh and delicious";"Bijan"
"874";2018-06-24;40;"Tasty food at Lebuh Ampang";"A good place for tasty food at affordable prices. It's a little challenging to navigate the traffic and get here. But, if you can park elsewhere and walk up here, it's definitely good.";"Bijan"
"875";2018-06-22;50;"Brilliant Indian food";"Visited on our first night in KL. We visited another 5 times as we enjoyed it so much. Quick service (not overly personable but the food is great so..) and delicious meals. Chicken curry, mutton biryani, Thali, juices, chai masala tea, all were excellent every...More";"Bijan"
"876";2018-06-20;50;"The best of best south indian cuisine";"Dont think so you would be able to find any near competitor to their taste. Usually will be crowded. All south menus are good, as of north ... Hyderabadi mutton is a must. Our usual hang out place with office colleague .";"Bijan"
"877";2018-06-15;40;"Tasty and Good Choice";"The restaurant was located just about 200mts from our hotel and seems quite unassuming from the outside till you walk up. Nice and cosy there is a lot of choice and specially with both non-veg and veg food. Tandoori and Mutton dishes were well prepared...More";"Bijan"
